Observation Location,RSS,XML,State,latitude,longitude
Oakley Municipal Airport (KOEL),KOEL.rss,KOEL.xml,KS,39.11178,-100.81667
Oberlin Municipal Airport (KOIN),KOIN.rss,KOIN.xml,KS,39.83489,-100.53978
"Olathe, Johnson County Executive Airport (KOJC)",KOJC.rss,KOJC.xml,KS,38.85,-94.73917
"Olathe, New Century Aircenter (KIXD)",KIXD.rss,KIXD.xml,KS,38.82444,-94.88694
"Parsons, Tri-City Airport (KPPF)",KPPF.rss,KPPF.xml,KS,37.32778,-95.50417
Pratt Municipal (KPTT),KPTT.rss,KPTT.xml,KS,37.7,-98.75
"Russell, Russell Municipal Airport (KRSL)",KRSL.rss,KRSL.xml,KS,38.87278,-98.81306
"Salina, Salina Municipal Airport (KSLN)",KSLN.rss,KSLN.xml,KS,38.78,-97.64417
Scott City Municipal Airport (KTQK),KTQK.rss,KTQK.xml,KS,38.47502,-100.88444
SMITH CENTER (KK82),KK82.rss,KK82.xml,KS,39.761,-98.7935
ST FRANCIS (KSYF),KSYF.rss,KSYF.xml,KS,39.763884,-101.797861
Stanton County Municipal Airport (KJHN),KJHN.rss,KJHN.xml,KS,37.5782,-101.7304
Sublette Municipal Airport (K19S),K19S.rss,K19S.xml,KS,37.4969,-100.8329
Syracuse-Hamilton County Municipal Airport (K3K3),K3K3.rss,K3K3.xml,KS,37.99858,-101.7476
"Topeka, Forbes Field (KFOE)",KFOE.rss,KFOE.xml,KS,38.94139,-95.65056
"Topeka, Philip Billard Municipal Airport (KTOP)",KTOP.rss,KTOP.xml,KS,39.0725,-95.62583
Ulysses Airport (KULS),KULS.rss,KULS.xml,KS,37.604,-101.37356
Wichita - Wichita Dwight D. Eisenhower National Airport (KICT),KICT.rss,KICT.xml,KS,37.64722,-97.42944
Wichita Jabara Airport (KAAO),KAAO.rss,KAAO.xml,KS,37.74969,-97.21908
"Winfield / Arkansas City, Strother Field (KWLD)",KWLD.rss,KWLD.xml,KS,37.16806,-97.03694
Ashland Regional Airport (KDWU),KDWU.rss,KDWU.xml,KY,38.5545,-82.738
Big Sandy Regional Airport (KSJS),KSJS.rss,KSJS.xml,KY,37.751,-82.6367
"Bowling Green, Bowling Green-Warren County Regional Airport (KBWG)",KBWG.rss,KBWG.xml,KY,36.96444,-86.41944
Central Kentucky Regional Airport (KRGA),KRGA.rss,KRGA.xml,KY,37.6308475,-84.3323372
Cincinnati/Northern Kentucky International Airport (KCVG),KCVG.rss,KCVG.xml,KY,39.04456,-84.67229
Clyde A. Thomas Regional Airport (KSYM),KSYM.rss,KSYM.xml,KY,38.215,-83.5874
Elizabethtown Addington Field Airport (KEKX),KEKX.rss,KEKX.xml,KY,37.686,-85.925
Flemingsburg Fleming-Mason Airport (KFGX),KFGX.rss,KFGX.xml,KY,38.5418,-83.7434
Fort Campbell U. S. Army Airfield (KHOP),KHOP.rss,KHOP.xml,KY,36.66667,-87.5
Fort Knox (KFTK),KFTK.rss,KFTK.xml,KY,37.9,-85.96667
"Frankfort, Capital City Airport (KFFT)",KFFT.rss,KFFT.xml,KY,38.18472,-84.90333
Georgetown Scott County Regional Airport (K27K),K27K.rss,K27K.xml,KY,38.23444,-84.43469
"Glasgow, Glasgow Municipal Airport (KGLW)",KGLW.rss,KGLW.xml,KY,37.03167,-85.95361
Hancock County Airport-Ron Lewis Field (KKY8),KKY8.rss,KKY8.xml,KY,37.953,-86.8592
Harlan (KI35),KI35.rss,KI35.xml,KY,36.85933,-83.35847
Henderson City (KEHR),KEHR.rss,KEHR.xml,KY,37.81667,-87.68333
"Jackson, Carroll Airport (KJKL)",KJKL.rss,KJKL.xml,KY,37.59139,-83.31444
Lexington Blue Grass Airport (KLEX),KLEX.rss,KLEX.xml,KY,38.0339,-84.61146
"London, London-Corbin Airport-Magee Field (KLOZ)",KLOZ.rss,KLOZ.xml,KY,37.08944,-84.06861
Louisville Muhammad Ali International Airport (KSDF),KSDF.rss,KSDF.xml,KY,38.17406,-85.7365
"Louisville, Bowman Field Airport (KLOU)",KLOU.rss,KLOU.xml,KY,38.22778,-85.66361
Madisonville Municipal Airport (K2I0),K2I0.rss,K2I0.xml,KY,37.35593,-87.39822
Marion-crittenden County Airport (K5M9),K5M9.rss,K5M9.xml,KY,37.3363,-88.1097
Mayfield Graves County Airport (KM25),KM25.rss,KM25.xml,KY,36.7691,-88.5847
"Middlesboro, Middlesboro-Bell County Airport (K1A6)",K1A6.rss,K1A6.xml,KY,36.61056,-83.73722
"Monticello, Wayne County Airport (KEKQ)",KEKQ.rss,KEKQ.xml,KY,36.85528,-84.85611
Mount Sterling-Montgomery County Airport (KIOB),KIOB.rss,KIOB.xml,KY,38.0575,-83.9829
Muhlenberg County Airport (KM21),KM21.rss,KM21.xml,KY,37.2262,-87.1564
"Murray Kyle Oakley Field, KY (KCEY)",KCEY.rss,KCEY.xml,KY,36.6646,-88.3728
"Owensboro, Owensboro-Daviess County Airport (KOWB)",KOWB.rss,KOWB.xml,KY,37.74,-87.16667
"Paducah, Barkley Regional Airport (KPAH)",KPAH.rss,KPAH.xml,KY,37.05639,-88.77389
Pikeville Pike County Airport and Hatcher Field (KPBX),KPBX.rss,KPBX.xml,KY,37.5587,-82.5674
Samuels Field Airport (KBRY),KBRY.rss,KBRY.xml,KY,37.81433,-85.49964
"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport (KSME)",KSME.rss,KSME.xml,KY,37.05417,-84.615
Stuart Powell Field Airport (KDVK),KDVK.rss,KDVK.xml,KY,37.5775751,-84.7694978
Taylor County Airport (KAAS),KAAS.rss,KAAS.xml,KY,37.35828,-85.30942
Wendell H Ford Airport (KCPF),KCPF.rss,KCPF.xml,KY,37.38736,-83.26161
Williamsburg-Whitley County Airport (KBYL),KBYL.rss,KBYL.xml,KY,36.79541,-84.20127
Abbeville Chris Crusta Memorial Airport (KIYA),KIYA.rss,KIYA.xml,LA,29.97578,-92.08422
Acadiana Regional Airport (KARA),KARA.rss,KARA.xml,LA,30.02918,-91.88451
Alexandria Esler Regional Airport (KESF),KESF.rss,KESF.xml,LA,31.39634,-92.28273
"Alexandria, Alexandria International Airport (KAEX)",KAEX.rss,KAEX.xml,LA,31.33472,-92.55861
Barksdale Air Force Base (KBAD),KBAD.rss,KBAD.xml,LA,32.5,-93.66667
"Bastrop, Morehouse Memorial Airport (KBQP)",KBQP.rss,KBQP.xml,LA,32.75583,-91.88056
"Baton Rouge, Baton Rouge Metropolitan, Ryan Field (KBTR)",KBTR.rss,KBTR.xml,LA,30.53722,-91.14694
"Bogalusa, George R Carr Memorial Air Field (KBXA)",KBXA.rss,KBXA.xml,LA,30.81361,-89.86472
Boothville Heliport (KLNQ),KLNQ.rss,KLNQ.xml,LA,29.35414,-89.43591
Chenault Airpark (KCWF),KCWF.rss,KCWF.xml,LA,30.21667,-93.15
De Quincy Industrial Airpark (K5R8),K5R8.rss,K5R8.xml,LA,30.4412,-93.4735
"De Ridder, Beauregard Parish Airport (KDRI)",KDRI.rss,KDRI.xml,LA,30.83167,-93.33972
"Fort Polk, Polk AAF Ft Polk (KPOE)",KPOE.rss,KPOE.xml,LA,31.05,-93.19389
Ft. Polk - Fullerton Landing Strip (KBKB),KBKB.rss,KBKB.xml,LA,31.0217,-92.9107
Ft. Polk - Peason Ridge (KAQV),KAQV.rss,KAQV.xml,LA,31.4,-93.2833
"Galliano, South Lafourche Airport (KGAO)",KGAO.rss,KGAO.xml,LA,29.44472,-90.26111
GB172/Salsa (Shell E-P) (KGHB),KGHB.rss,KGHB.xml,LA,27.84,-91.988
Green Canyon 338 Front Runner (KGRY),KGRY.rss,KGRY.xml,LA,27.625,-90.441
"Hammond, Hammond Municipal Airport (KHDC)",KHDC.rss,KHDC.xml,LA,30.52083,-90.4175
Houma-Terrebonne Airport (KHUM),KHUM.rss,KHUM.xml,LA,29.56341,-90.66283
Jennings Airport (K3R7),K3R7.rss,K3R7.xml,LA,30.2427,-92.6735
"Lafayette, Lafayette Regional Airport (KLFT)",KLFT.rss,KLFT.xml,LA,30.20222,-91.99306
Lake Charles Regional Airport (KLCH),KLCH.rss,KLCH.xml,LA,30.12556,-93.22767
Louisiana Regional Airport (KREG),KREG.rss,KREG.xml,LA,30.1714,-90.9404
Main Pass 140B (Apache Corp) (KMIS),KMIS.rss,KMIS.xml,LA,29.296,-88.842
Main Pass 289C (Apache Corp) (KVKY),KVKY.rss,KVKY.xml,LA,29.248,-88.441
Mansfield - C E Rusty Williams Airport (K3F3),K3F3.rss,K3F3.xml,LA,32.0717,-93.764
MISS CANYON OIL PLATFORM (KMDJ),KMDJ.rss,KMDJ.xml,LA,28.65,-89.8
Mississippi Canyon (KDSF),KDSF.rss,KDSF.xml,LA,28.35,-88.26667
Monroe Regional Airport (KMLU),KMLU.rss,KMLU.xml,LA,32.51557,-92.02995
"Natchitoches, Natchitoches Regional Airport (KIER)",KIER.rss,KIER.xml,LA,31.73583,-93.09917
New Orleans - Superdome (K7N0),K7N0.rss,K7N0.xml,LA,29.95,-90.06667
New Orleans Naval Air Station - Alvin Callender Field (KNBG),KNBG.rss,KNBG.xml,LA,29.83736,-90.02445
"New Orleans, New Orleans International Airport (KMSY)",KMSY.rss,KMSY.xml,LA,29.99278,-90.25083
"New Orleans, New Orleans Lakefront Airport (KNEW)",KNEW.rss,KNEW.xml,LA,30.04944,-90.02889
New Roads False River Regional Airport (KHZR),KHZR.rss,KHZR.xml,LA,30.7183,-91.4787
"Oakdale, Allen Parish Airport (KACP)",KACP.rss,KACP.xml,LA,30.75056,-92.68861
Opelousas St Landry Parish Airport (KOPL),KOPL.rss,KOPL.xml,LA,30.5584,-92.0994
Patterson Memorial (KPTN),KPTN.rss,KPTN.xml,LA,29.71667,-91.33333
Port of South Louisiana Executive Regional Airport (KAPS),KAPS.rss,KAPS.xml,LA,30.08747,-90.58283
S MARSH268 OIL PLATFORM (KSCF),KSCF.rss,KSCF.xml,LA,29.12,-91.87
Salt Point (KP92),KP92.rss,KP92.xml,LA,29.55903,-91.52498
"Shreveport, Shreveport Downtown Airport (KDTN)",KDTN.rss,KDTN.xml,LA,32.5425,-93.74472
"Shreveport, Shreveport Regional Airport (KSHV)",KSHV.rss,KSHV.xml,LA,32.44694,-93.82417
"Slidell, Slidell Airport (KASD)",KASD.rss,KASD.xml,LA,30.34306,-89.82194
Southland Field (KUXL),KUXL.rss,KUXL.xml,LA,30.1314,-93.3761
"Vicksburg, Vicksburg / Tallulah Regional Airport (KTVR)",KTVR.rss,KTVR.xml,LA,32.34806,-91.03
Vidalia Concordia Parish (K0R4),K0R4.rss,K0R4.xml,LA,31.562,-91.5065
VK 786/Petronius (Chevron) (KVOA),KVOA.rss,KVOA.xml,LA,29.229,-87.781
Auburn-Lewiston (KLEW),KLEW.rss,KLEW.xml,ME,44.05,-70.28333
"Augusta, Augusta State Airport (KAUG)",KAUG.rss,KAUG.xml,ME,44.32056,-69.79722
"Bangor, Bangor International Airport (KBGR)",KBGR.rss,KBGR.xml,ME,44.79722,-68.81861
"Bar Harbor, Hancock County-Bar Harbor Airport (KBHB)",KBHB.rss,KBHB.xml,ME,44.45,-68.36667
"Caribou, Caribou Municipal Airport (KCAR)",KCAR.rss,KCAR.xml,ME,46.86722,-68.01333
Clayton Lake (K40B),K40B.rss,K40B.xml,ME,46.61667,-69.53333
"Frenchville, Northern Aroostook Regional Airport (KFVE)",KFVE.rss,KFVE.xml,ME,47.285,-68.30722
"Fryeburg, Eastern Slopes Regional Airport (KIZG)",KIZG.rss,KIZG.xml,ME,43.98917,-70.95028
Greenville (KGNR),KGNR.rss,KGNR.xml,ME,45.46462,-69.5538
"Houlton, Houlton International Airport (KHUL)",KHUL.rss,KHUL.xml,ME,46.12306,-67.79194
"Millinocket, Millinocket Municipal Airport (KMLT)",KMLT.rss,KMLT.xml,ME,45.64778,-68.69194
"Portland, Portland International Jetport (KPWM)",KPWM.rss,KPWM.xml,ME,43.64222,-70.30444
Presque Isle (KPQI),KPQI.rss,KPQI.xml,ME,46.68333,-68.05
"Rockland, Knox County Regional Airport (KRKD)",KRKD.rss,KRKD.xml,ME,44.06667,-69.1
"Sanford, Sanford Regional Airport (KSFM)",KSFM.rss,KSFM.xml,ME,43.4,-70.71667
Steven A Bean Municipal Airport (K8B0),K8B0.rss,K8B0.xml,ME,44.99,-70.6623
"Waterville, Waterville Robert LaFleur Airport (KWVL)",KWVL.rss,KWVL.xml,ME,44.53333,-69.68333
Wiscasset Airport (KIWI),KIWI.rss,KIWI.xml,ME,43.96401,-69.71076
"Annapolis, United States Naval Academy (KNAK)",KNAK.rss,KNAK.xml,MD,38.99125,-76.48907
Baltimore / Martin (KMTN),KMTN.rss,KMTN.xml,MD,39.33333,-76.41667
"Baltimore, Baltimore-Washington International Airport (KBWI)",KBWI.rss,KBWI.xml,MD,39.17329,-76.68404
Cambridge-Dorchester Airport (KCGE),KCGE.rss,KCGE.xml,MD,38.5393,-76.0304
Camp David (KRSP),KRSP.rss,KRSP.xml,MD,39.645,-77.468
Camp Springs / Andrews Air Force Base (KADW),KADW.rss,KADW.xml,MD,38.81667,-76.85
Carroll County Regional Jack B Poage Field (KDMW),KDMW.rss,KDMW.xml,MD,39.6083,-77.0077
College Park Airport (KCGS),KCGS.rss,KCGS.xml,MD,38.9806,-76.9223
Easton / Newman Field (KESN),KESN.rss,KESN.xml,MD,38.8,-76.06667
Fort Meade / Tipton (KFME),KFME.rss,KFME.xml,MD,39.08333,-76.76667
Frederick Municipal Airport (KFDK),KFDK.rss,KFDK.xml,MD,39.41775,-77.36982
Gaithersburg - Montgomery County Airport (KGAI),KGAI.rss,KGAI.xml,MD,39.16957,-77.16551
Garrett County Airport (K2G4),K2G4.rss,K2G4.xml,MD,39.5803,-79.3394
"Hagerstown, Washington County Regional Airport (KHGR)",KHGR.rss,KHGR.xml,MD,39.70583,-77.73
"Ocean City, Ocean City Municipal Airport (KOXB)",KOXB.rss,KOXB.xml,MD,38.31056,-75.12389
"Patuxent River, Naval Air Station (KNHK)",KNHK.rss,KNHK.xml,MD,38.27861,-76.41389
Phillips Army Air Field / Aberdeen (KAPG),KAPG.rss,KAPG.xml,MD,39.46667,-76.16667
"Salisbury, Salisbury-Ocean City Wicomico County Regional Airport (KSBY)",KSBY.rss,KSBY.xml,MD,38.34056,-75.51028
St Marys County Airport (K2W6),K2W6.rss,K2W6.xml,MD,38.3154,-76.5501
"St. Inigoes, Webster Field, Naval Electronic Systems Engineering Activity (KNUI)",KNUI.rss,KNUI.xml,MD,38.14889,-76.42
"Beverly, Beverly Municipal Airport (KBVY)",KBVY.rss,KBVY.xml,MA,42.58361,-70.91639
"Boston, Logan International Airport (KBOS)",KBOS.rss,KBOS.xml,MA,42.36056,-71.01056
"Chatham, Chatham Municipal Airport (KCQX)",KCQX.rss,KCQX.xml,MA,41.6875,-69.99333
Chicopee Falls / Westover Air Force Base (KCEF),KCEF.rss,KCEF.xml,MA,42.2,-72.53333
East Milton (KMQE),KMQE.rss,KMQE.xml,MA,42.21222,-71.11472
"Fitchburg, Fitchburg Municipal Airport (KFIT)",KFIT.rss,KFIT.xml,MA,42.55194,-71.75583
"Hyannis, Barnstable Municipal-Boardman Airport (KHYA)",KHYA.rss,KHYA.xml,MA,41.67194,-70.26972
Laurence G Hanscom Field Airport (KBED),KBED.rss,KBED.xml,MA,42.46811,-71.29463
Lawrence Municipal Airport (KLWM),KLWM.rss,KLWM.xml,MA,42.7126,-71.12553
Marshfield Airport (KGHG),KGHG.rss,KGHG.xml,MA,42.0983,-70.6722
Marthas Vineyard Airport (KMVY),KMVY.rss,KMVY.xml,MA,41.39298,-70.61588
"Nantucket, Nantucket Memorial Airport (KACK)",KACK.rss,KACK.xml,MA,41.25389,-70.05972
"New Bedford, New Bedford Regional Airport (KEWB)",KEWB.rss,KEWB.xml,MA,41.67528,-70.95694
North Adams Harriman-and-West Airport (KAQW),KAQW.rss,KAQW.xml,MA,42.69731,-73.16955
"Norwood, Norwood Memorial Airport (KOWD)",KOWD.rss,KOWD.xml,MA,42.19083,-71.17389
Orange Municipal Airport (KORE),KORE.rss,KORE.xml,MA,42.57,-72.28693
Otis Air National Guard Base (KFMH),KFMH.rss,KFMH.xml,MA,41.65,-70.51667
Pittsfield Municipal Airport (KPSF),KPSF.rss,KPSF.xml,MA,42.42691,-73.28897
"Plymouth, Plymouth Municipal Airport (KPYM)",KPYM.rss,KPYM.xml,MA,41.90861,-70.72806
Provincetown Municipal Airport (KPVC),KPVC.rss,KPVC.xml,MA,42.07436,-70.21816
"Taunton, Taunton Municipal Airport (KTAN)",KTAN.rss,KTAN.xml,MA,41.87556,-71.02111
"Westfield, Barnes Municipal Airport (KBAF)",KBAF.rss,KBAF.xml,MA,42.15972,-72.71278
"Worcester, Worcester Regional Airport (KORH)",KORH.rss,KORH.xml,MA,42.27056,-71.87306
"Adrian, Lenawee County Airport (KADG)",KADG.rss,KADG.xml,MI,41.86778,-84.07944
"Alma, Gratiot Community Airport (KAMN)",KAMN.rss,KAMN.xml,MI,43.32194,-84.68778
"Alpena, Alpena County Regional Airport (KAPN)",KAPN.rss,KAPN.xml,MI,45.07167,-83.56444
"Ann Arbor, Ann Arbor Municipal Airport (KARB)",KARB.rss,KARB.xml,MI,42.22389,-83.74
Battle Creek Executive Airport (KBTL),KBTL.rss,KBTL.xml,MI,42.31197,-85.24144
"Beaver Island, Beaver Island Airport (KSJX)",KSJX.rss,KSJX.xml,MI,45.69222,-85.56639
"Bellaire, Antrim County Airport (KACB)",KACB.rss,KACB.xml,MI,44.98833,-85.19833
"Big Rapids, Roben-Hood Airport (KRQB)",KRQB.rss,KRQB.xml,MI,43.7225,-85.50417
Branch County Memorial Airport (KOEB),KOEB.rss,KOEB.xml,MI,41.93085,-85.05429
Brooks Field Airport (KRMY),KRMY.rss,KRMY.xml,MI,42.25238,-84.95253
Capital Region International Airport (KLAN),KLAN.rss,KLAN.xml,MI,42.77616,-84.5997
"Caro, Tuscola Area Airport (KCFS)",KCFS.rss,KCFS.xml,MI,43.45861,-83.44528
"Charlevoix, Charlevoix Municipal Airport (KCVX)",KCVX.rss,KCVX.xml,MI,45.30472,-85.27472
"Charlotte, Fitch H Beach Airport (KFPK)",KFPK.rss,KFPK.xml,MI,42.57444,-84.81139
"Cheboygan, Cheboygan County Airport (KSLH)",KSLH.rss,KSLH.xml,MI,45.65361,-84.51917
Cherry Capital Airport (KTVC),KTVC.rss,KTVC.xml,MI,44.73898,-85.56788
Coleman A Young Municipal Airport (KDET),KDET.rss,KDET.xml,MI,42.40729,-83.00894
Copper Harbor (KP59),KP59.rss,KP59.xml,MI,47.46694,-87.875
Delta County Airport (KESC),KESC.rss,KESC.xml,MI,45.72268,-87.09372
"Detroit, Detroit Metropolitan Wayne County Airport (KDTW)",KDTW.rss,KDTW.xml,MI,42.23139,-83.33083
"Detroit, Willow Run Airport (KYIP)",KYIP.rss,KYIP.xml,MI,42.23667,-83.52611
"Detroit/Grosse Ile, Grosse Ile Airport (KONZ)",KONZ.rss,KONZ.xml,MI,42.09861,-83.16111
Drummond Island Airport (KDRM),KDRM.rss,KDRM.xml,MI,46.0072,-83.7427
"Flint, Bishop International Airport (KFNT)",KFNT.rss,KFNT.xml,MI,42.96667,-83.74944
"Frankfort, Frankfort Dow Memorial Field Airport (KFKS)",KFKS.rss,KFKS.xml,MI,44.625,-86.20056
Fremont Municipal Airport (KFFX),KFFX.rss,KFFX.xml,MI,43.43933,-85.99483
Gaylord Regional Airport (KGLR),KGLR.rss,KGLR.xml,MI,45.01658,-84.68937
"Grand Rapids, Gerald R. Ford International Airport (KGRR)",KGRR.rss,KGRR.xml,MI,42.88083,-85.52278
"Grayling, Grayling Army Airfield (KGOV)",KGOV.rss,KGOV.xml,MI,44.68028,-84.72889
Haines Memorial Airport (KHAI),KHAI.rss,KHAI.xml,MI,41.9598,-85.5934
"Harbor Springs, Harbor Springs Airport (KMGN)",KMGN.rss,KMGN.xml,MI,45.42556,-84.91333
Hillsdale Municipal Airport (KJYM),KJYM.rss,KJYM.xml,MI,41.91972,-84.58528
Holland - West Michigan Regional Airport (KBIV),KBIV.rss,KBIV.xml,MI,42.74611,-86.09667
Houghton County Memorial Airport (KCMX),KCMX.rss,KCMX.xml,MI,47.16597,-88.48072
"Houghton Lake, Roscommon County Airport (KHTL)",KHTL.rss,KHTL.xml,MI,44.35111,-84.67417
"Howell, Livingston County Airport (KOZW)",KOZW.rss,KOZW.xml,MI,42.62944,-83.98417
Huron County Memorial Airport (KBAX),KBAX.rss,KBAX.xml,MI,43.77741,-82.98271
Ionia County Airport (KY70),KY70.rss,KY70.xml,MI,42.938,-85.0605
"Iron Mountain / Kingsford, Ford Airport (KIMT)",KIMT.rss,KIMT.xml,MI,45.81417,-88.10889
"Ironwood, Gogebic-Iron County Airport (KIWD)",KIWD.rss,KIWD.xml,MI,46.53333,-90.13333
Jack Barstow Airport (KIKW),KIKW.rss,KIKW.xml,MI,43.6624,-84.26213
Jackson County Airport - Reynolds Field (KJXN),KJXN.rss,KJXN.xml,MI,42.26171,-84.46147
Kalamazoo/Battle Creek International Airport (KAZO),KAZO.rss,KAZO.xml,MI,42.2283,-85.54595
"Lambertville, Toledo Suburban Airport (KDUH)",KDUH.rss,KDUH.xml,MI,41.73583,-83.65528
Lapeer Dupont-lapeer (KD95),KD95.rss,KD95.xml,MI,43.0665,-83.2715
"Ludington, Mason County Airport (KLDM)",KLDM.rss,KLDM.xml,MI,43.96667,-86.4
Mackinac Island Airport (KMCD),KMCD.rss,KMCD.xml,MI,45.86628,-84.63437
Manistee County - Blacker Airport (KMBL),KMBL.rss,KMBL.xml,MI,44.27142,-86.23773
"Manistique, Schoolcraft County Airport (KISQ)",KISQ.rss,KISQ.xml,MI,45.97472,-86.17194
"Marquette, Sawyer International Airport (KSAW)",KSAW.rss,KSAW.xml,MI,46.35361,-87.39528
"Mason, Mason Jewett Field Airport (KTEW)",KTEW.rss,KTEW.xml,MI,42.56583,-84.42333
MBS International Airport (KMBS),KMBS.rss,KMBS.xml,MI,43.5281,-84.08129
Menominee - Marinette Twin County Airport (KMNM),KMNM.rss,KMNM.xml,MI,45.12628,-87.64438
"Monroe, Custer Airport (KTTF)",KTTF.rss,KTTF.xml,MI,41.94,-83.43472
"Mount Pleasant, Mount Pleasant Municipal Airport (KMOP)",KMOP.rss,KMOP.xml,MI,43.61667,-84.73333
Munising - Munising Lakeshore Observation (KP53),KP53.rss,KP53.xml,MI,46.41167,-86.65083
"Muskegon, Muskegon County Airport (KMKG)",KMKG.rss,KMKG.xml,MI,43.17111,-86.23667
"Newberry, Luce County Airport (KERY)",KERY.rss,KERY.xml,MI,46.31111,-85.45722
"Oscoda, Oscoda-Wurtsmith Airport (KOSC)",KOSC.rss,KOSC.xml,MI,44.45,-83.36667
"Owosso, Owosso Community Airport (KRNP)",KRNP.rss,KRNP.xml,MI,42.99278,-84.13889
Pellston Regional Airport of Emmet County (KPLN),KPLN.rss,KPLN.xml,MI,45.56443,-84.79287
"Pontiac, Oakland County International Airport (KPTK)",KPTK.rss,KPTK.xml,MI,42.66306,-83.41
Port Hope (KP58),KP58.rss,KP58.xml,MI,44.02194,-82.79306
"Rogers City, Presque Isle County Airport (KPZQ)",KPZQ.rss,KPZQ.xml,MI,45.40694,-83.81278
Saginaw County H W Browne Airport (KHYX),KHYX.rss,KHYX.xml,MI,43.43191,-83.86476
"Sault Ste Marie, Chippewa County International Airport (KCIU)",KCIU.rss,KCIU.xml,MI,46.25,-84.46667
Sault Ste. Marie (KANJ),KANJ.rss,KANJ.xml,MI,46.47944,-84.35722
Selfridge Air National Guard Base (KMTC),KMTC.rss,KMTC.xml,MI,42.60458,-82.83528
"South Haven, South Haven Area Regional Airport (KLWA)",KLWA.rss,KLWA.xml,MI,42.35083,-86.25611
Southwest Michigan Regional Airport (KBEH),KBEH.rss,KBEH.xml,MI,42.12896,-86.41515
St Clair County International Airport (KPHN),KPHN.rss,KPHN.xml,MI,42.91031,-82.53315
"Sturgis, Kirsch Municipal Airport (KIRS)",KIRS.rss,KIRS.xml,MI,41.81278,-85.43917
"Troy, Oakland/Troy Airport (KVLL)",KVLL.rss,KVLL.xml,MI,42.54278,-83.17778
West Branch Community Airport (KY31),KY31.rss,KY31.xml,MI,44.2448,-84.1798
Wexford County Airport (KCAD),KCAD.rss,KCAD.xml,MI,44.27847,-85.42069
Aitkin Municipal Airport - Steve Kurtz Field (KAIT),KAIT.rss,KAIT.xml,MN,46.54899,-93.67573
"Albert Lea, Albert Lea Municipal Airport (KAEL)",KAEL.rss,KAEL.xml,MN,43.68333,-93.36667
"Alexandria, Chandler Field (KAXN)",KAXN.rss,KAXN.xml,MN,45.86861,-95.39417
Appleton Municipal Airport (KAQP),KAQP.rss,KAQP.xml,MN,45.22488,-96.00412
Austin Municipal (KAUM),KAUM.rss,KAUM.xml,MN,43.66667,-92.93333
Baudette International Airport (KBDE),KBDE.rss,KBDE.xml,MN,48.72605,-94.61215
Bemidji (KBJI),KBJI.rss,KBJI.xml,MN,47.50762,-94.92783
Benson Municipal Airport (KBBB),KBBB.rss,KBBB.xml,MN,45.33098,-95.64692
Bigfork Municipal Airport (KFOZ),KFOZ.rss,KFOZ.xml,MN,47.78317,-93.65326
Brainerd - Crow Wing County Airport (KBRD),KBRD.rss,KBRD.xml,MN,46.40205,-94.12734
"Buffalo, Buffalo Municipal Airport (KCFE)",KCFE.rss,KCFE.xml,MN,45.15889,-93.84306
Cambridge Municipal Airport (KCBG),KCBG.rss,KCBG.xml,MN,45.56275,-93.26436
Canby Airfield (KCNB),KCNB.rss,KCNB.xml,MN,44.7295,-96.266
Chisholm-Hibbing Airport (KHIB),KHIB.rss,KHIB.xml,MN,47.38039,-92.83245
Cloquet Carlton County Airport (KCOQ),KCOQ.rss,KCOQ.xml,MN,46.69869,-92.5034
Cook Municipal Airport (KCQM),KCQM.rss,KCQM.xml,MN,47.81997,-92.68169
Crane Lake - Scotts Seaplane Base (KCDD),KCDD.rss,KCDD.xml,MN,48.26014,-92.47485
Crookston Municipal Field (KCKN),KCKN.rss,KCKN.xml,MN,47.84042,-96.6201
Detroit Lakes Airport-Wething Field (KDTL),KDTL.rss,KDTL.xml,MN,46.82854,-95.88567
Dodge Center Airport (KTOB),KTOB.rss,KTOB.xml,MN,44.02026,-92.8295
Downtown Holman Field (KSTP),KSTP.rss,KSTP.xml,MN,44.93237,-93.05588
Duluth - Sky Harbor Airport (KDYT),KDYT.rss,KDYT.xml,MN,46.72452,-92.04448
Duluth International Airport (KDLH),KDLH.rss,KDLH.xml,MN,46.84347,-92.1866
Elbow Lake Municipal Airport (KY63),KY63.rss,KY63.xml,MN,45.98837,-95.99353
"Ely, Ely Municipal Airport (KELO)",KELO.rss,KELO.xml,MN,47.81667,-91.83333
Eveleth-Virginia Municipal Airport (KEVM),KEVM.rss,KEVM.xml,MN,47.4274,-92.49717
"Fairmont, Fairmont Municipal Airport (KFRM)",KFRM.rss,KFRM.xml,MN,43.65,-94.41667
Falls International Airport (KINL),KINL.rss,KINL.xml,MN,48.55944,-93.39556
"Faribault, Faribault Municipal Airport (KFBL)",KFBL.rss,KFBL.xml,MN,44.32983,-93.31186
Fergus Falls Municipal Airport-Einar Mickel (KFFM),KFFM.rss,KFFM.xml,MN,46.28655,-96.15338
Flag Island (KFGN),KFGN.rss,KFGN.xml,MN,49.31667,-94.9
"Fosston, Fosston Municipal Airport (KFSE)",KFSE.rss,KFSE.xml,MN,47.59278,-95.77333
Glencoe Municipal Airport (KGYL),KGYL.rss,KGYL.xml,MN,44.7588,-94.0905
Glenwood Municipal Airport (KGHW),KGHW.rss,KGHW.xml,MN,45.64564,-95.31876
